run_id,date,sha,job_name,duration_seconds,total_duration,cache_hit
23593156709,2026-03-26,4a02c2f,dependency_audit,11,334,unknown
23593156709,2026-03-26,4a02c2f,importmap_audit,14,334,unknown
23593156709,2026-03-26,4a02c2f,trivy_fs_scan,98,334,unknown
23593156709,2026-03-26,4a02c2f,sbom_generation,40,334,unknown
23593156709,2026-03-26,4a02c2f,codeql_scan,148,334,unknown
23593156709,2026-03-26,4a02c2f,secrets_scan,54,334,unknown
23593156709,2026-03-26,4a02c2f,trivy_container_scan,236,334,unknown
23593156709,2026-03-26,4a02c2f,semgrep_scan,0,334,unknown
23593156709,2026-03-26,4a02c2f,normalize_hdf,51,334,unknown
23593156709,2026-03-26,4a02c2f,bundle_results,35,334,unknown
23593156709,2026-03-26,4a02c2f,publish_for_sparc_iac,0,334,unknown
23592858008,2026-03-26,01f30df,importmap_audit,14,550,unknown
23592858008,2026-03-26,01f30df,trivy_fs_scan,96,550,unknown
23592858008,2026-03-26,01f30df,trivy_container_scan,223,550,unknown
23592858008,2026-03-26,01f30df,codeql_scan,441,550,unknown
23592858008,2026-03-26,01f30df,dependency_audit,17,550,unknown
23592858008,2026-03-26,01f30df,secrets_scan,54,550,unknown
23592858008,2026-03-26,01f30df,sbom_generation,24,550,unknown
23592858008,2026-03-26,01f30df,brakeman_scan,68,550,unknown
23592858008,2026-03-26,01f30df,semgrep_scan,0,550,unknown
23592858008,2026-03-26,01f30df,normalize_hdf,51,550,unknown
23592858008,2026-03-26,01f30df,bundle_results,35,550,unknown
23592858008,2026-03-26,01f30df,publish_for_sparc_iac,8,550,unknown
23592432878,2026-03-26,12018f6,trivy_container_scan,241,549,unknown
23592432878,2026-03-26,12018f6,codeql_scan,438,549,unknown
23592432878,2026-03-26,12018f6,sbom_generation,24,549,unknown
23592432878,2026-03-26,12018f6,brakeman_scan,71,549,unknown
23592432878,2026-03-26,12018f6,importmap_audit,13,549,unknown
23592432878,2026-03-26,12018f6,secrets_scan,56,549,unknown
23592432878,2026-03-26,12018f6,dependency_audit,12,549,unknown
23592432878,2026-03-26,12018f6,trivy_fs_scan,95,549,unknown
23592432878,2026-03-26,12018f6,semgrep_scan,0,549,unknown
23592432878,2026-03-26,12018f6,normalize_hdf,53,549,unknown
23592432878,2026-03-26,12018f6,bundle_results,30,549,unknown
23592432878,2026-03-26,12018f6,publish_for_sparc_iac,12,549,unknown
23590769236,2026-03-26,28a334b,codeql_scan,144,319,unknown
